code,level,termEn,termJa,obsolete
9561/3,Synonym,MPNST with rhabdomyoblastic differentiation,横紋筋芽細胞分化を伴うＭＰＮＳＴ,
9561/3,Synonym,"Triton tumor, malignant",トライトン腫瘍，悪性,
9562/0,Preferred,Nerve sheath myxoma,神経鞘粘液腫,
9562/0,Synonym,Neurothekeoma,神経鞘粘液腫,
9562/0,Related,Cellular neurothekeoma,,
9563/0,Preferred,"Nerve sheath tumor, NOS",,
9563/0,Related,Hybrid nerve sheath tumor,,
9570/0,Preferred,"Neuroma, NOS",神経腫，ＮＯＳ,
9570/0,Related,Solitary circumscribed neuroma,,
9571/0,Preferred,"Perineurioma, NOS",神経周膜腫，ＮＯＳ ※1,
9571/0,Related,Intraneural perineurioma,神経内神経周膜腫 ※1,
9571/0,Related,Soft tissue perineurioma,軟部組織神経周膜腫 ※1,
9571/3,Preferred,"Perineurioma, malignant",神経周膜腫，悪性 ※1,
958,2,Granular cell tumors and alveolar soft part sarcomas,顆粒細胞性腫瘍及び胞巣状軟部肉腫,
9580/0,Preferred,"Granular cell tumor, NOS",顆粒細胞腫，ＮＯＳ,
9580/0,Synonym,"Granular cell myoblastoma, NOS",顆粒細胞筋芽腫，ＮＯＳ,1
9580/3,Preferred,"Granular cell tumor, malignant",顆粒細胞腫，悪性,
9580/3,Synonym,"Granular cell myoblastoma, malignant",顆粒細胞筋芽腫，悪性,1
9581/3,Preferred,Alveolar soft part sarcoma,胞巣状軟部肉腫,
9582/0,Preferred,Granular cell tumor of sellar region,,
959-972,2,Hodgkin and non-Hodgkin lymphomas,ホジキン及び非ホジキンリンパ腫,
959,3,"Malignant lymphomas, NOS or diffuse",悪性リンパ腫，ＮＯＳ又はびまん性,
9590/3,Preferred,"Malignant lymphoma, NOS",悪性リンパ腫，ＮＯＳ,
9590/3,Synonym,"Lymphoma, NOS",リンパ腫，ＮＯＳ,
9590/3,Synonym,Microglioma,,1
9591/1,Preferred,"Monoclonal B-cell lymphocytosis, NOS",単クローン性B細胞リンパ球増加症，NOS,
9591/1,Related,"Monoclonal B-cell lymphocytosis, non-CLL type",単クローン性B細胞リンパ球増加症，非CLL型,
9591/3,Preferred,"Malignant lymphoma, non-Hodgkin, NOS",悪性リンパ腫，非ホジキン，ＮＯＳ,
9591/3,Synonym,"Non-Hodgkin lymphoma, NOS",非ホジキンリンパ腫，ＮＯＳ,
9591/3,Related,"B-cell lymphoma, NOS",Ｂ細胞リンパ腫，ＮＯＳ ※2,
9591/3,Related,"Lymphosarcoma, NOS",,1
9591/3,Synonym,"Lymphosarcoma, diffuse",,1
9591/3,Related,"Malignant lymphoma, diffuse, NOS",悪性リンパ腫，びまん性，ＮＯＳ ※3,
9591/3,Related,"Malignant lymphoma, non-cleaved cell, NOS",悪性リンパ腫，非切れ込み核型細胞，ＮＯＳ,
9591/3,Related,"Reticulum cell sarcoma, NOS",,1
9591/3,Synonym,"Reticulosarcoma, NOS",,1
9591/3,Synonym,"Reticulum cell sarcoma, diffuse",,1
9591/3,Synonym,"Reticulosarcoma, diffuse",,1
9591/3,Related,Hairy cell leukemia variant,有毛細胞白血病亜型★,
9591/3,Related,"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular",悪性リンパ腫，リンパ球性，中程度分化，結節性[obs] ※3,1
9591/3,Related,"Malignant lymphoma, lymphocytic, poorly differentiated, diffuse",,1
9591/3,Synonym,"Malignant lymphoma, cleaved cell, NOS",,1
9591/3,Synonym,"Malignant lymphoma, small cleaved cell, NOS",,1
9591/3,Related,"Malignant lymphoma, small cell, noncleaved, diffuse",,1
9591/3,Synonym,"Malignant lymphoma, undifferentiated cell type, NOS",悪性リンパ腫，未分化細胞型，ＮＯＳ[obs] ※3,1
9591/3,Synonym,"Malignant lymphoma, undifferentiated cell, non-Burkitt",悪性リンパ腫，未分化細胞型，非バーキット[obs] ※3,1
9591/3,Related,"Malignant lymphoma, small cleaved cell, diffuse",,1
9591/3,Related,"Splenic B-cell lymphoma/leukemia, unclassifiable",脾Ｂ細胞リンパ腫／白血病，ＮＯＳ★,
9591/3,Related,Splenic diffuse red pulp small B-cell lymphoma,脾びまん性赤脾髄小Ｂ細胞リンパ腫★,
9596/3,Preferred,Composite Hodgkin and non-Hodgkin lymphoma,複合ホジキン及び非ホジキンリンパ腫,
9596/3,Related,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and classical Hodgkin lymphoma",分類不能型Ｂ細胞リンパ腫，びまん性大細胞型Ｂ細胞リンパ腫と古典的ホジキンリンパ腫との中間型★,
9597/3,Preferred,Primary cutaneous follicle center lymphoma,,
965-966,3,Hodgkin lymphomas,ンリンパ腫,
9650/3,Preferred,"Hodgkin lymphoma, NOS",ホジキンリンパ腫，ＮＯＳ,
9650/3,Synonym,"Hodgkin disease, NOS",ホジキン病，ＮＯＳ,
9650/3,Synonym,"Malignant lymphoma, Hodgkin",悪性リンパ腫，ホジキン,
9650/3,Related,Classical Hodgkin lymphoma post-transplant lymphoproliferative disease,,
9651/3,Preferred,"Hodgkin lymphoma, lymphocyte-rich",ホジキンリンパ腫，高リンパ球型 ※1,
9651/3,Synonym,"Classical Hodgkin lymphoma, lymphocyte-rich",古典的ホジキンリンパ腫，高リンパ球型 ※1,
9651/3,Related,"Hodgkin disease, lymphocyte predominance, NOS",,1
9651/3,Synonym,"Hodgkin disease, lymphocyte predominance, diffuse",,1
9651/3,Synonym,"Hodgkin disease, lymphocytic-histiocytic predominance",,1
9652/3,Preferred,"Hodgkin lymphoma, mixed cellularity, NOS",ホジキンリンパ腫，混合細胞型，ＮＯＳ,
9652/3,Synonym,"Classical Hodgkin lymphoma, mixed cellularity, NOS",古典的ホジキンリンパ腫，混合細胞型，ＮＯＳ ※2,
9653/3,Preferred,"Hodgkin lymphoma, lymphocyte depletion, NOS",ホジキンリンパ腫，リンパ球減少型，ＮＯＳ,
9653/3,Synonym,"Classical Hodgkin lymphoma, lymphocyte depletion, NOS",古典的ホジキンリンパ腫，リンパ球減少型，ＮＯＳ ※2,
9654/3,Preferred,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",ホジキンリンパ腫，リンパ球減少型，びまん性線維症性,
9654/3,Synonym,"Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",古典的ホジキンリンパ腫，リンパ球減少型，びまん性線維症性 ※2,1
9655/3,Preferred,"Hodgkin lymphoma, lymphocyte depletion, reticular",ホジキンリンパ腫，リンパ球減少型，細網型,1
9655/3,Synonym,"Classical Hodgkin lymphoma, lymphocyte depletion, reticular",古典的ホジキンリンパ腫，リンパ球減少型，細網型 ※2,1
9659/3,Preferred,"Hodgkin lymphoma, nodular lymphocyte predominant",結節性リンパ球優位型ホジキンリンパ腫／結節性リンパ球優勢型ホジキンリンパ腫,
9659/3,Synonym,"Hodgkin paragranuloma, NOS",,1
9659/3,Synonym,"Hodgkin paragranuloma, nodular",ホジキン傍肉芽腫，結節性[obs],1
9661/3,Preferred,Hodgkin granuloma,,1
9662/3,Preferred,Hodgkin sarcoma,,1
9663/3,Preferred,"Hodgkin lymphoma, nodular sclerosis, NOS",ホジキンリンパ腫，結節硬化型，ＮＯＳ,
9663/3,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, NOS",古典的ホジキンリンパ腫，結節硬化型，ＮＯＳ ※2,
9663/3,Synonym,"Hodgkin disease, nodular sclerosis, NOS",,
9664/3,Preferred,"Hodgkin lymphoma, nodular sclerosis, cellular phase",ホジキンリンパ腫，結節硬化型，細胞期,
9664/3,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase",古典的ホジキンリンパ腫，結節硬化型，細胞期 ※2,1
9665/3,Preferred,"Hodgkin lymphoma, nodular sclerosis, grade 1",ホジキンリンパ腫，結節硬化型，悪性度１ ※2,
9665/3,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, grade 1",古典的ホジキンリンパ腫，結節硬化型，悪性度１ ※2,
9665/3,Synonym,"Hodgkin disease, nodular sclerosis, lymphocyte predominance",ホジキン病，結節硬化型，リンパ球優勢型,
9665/3,Synonym,"Hodgkin disease, nodular sclerosis, mixed cellularity",ホジキン病，結節硬化型，混合細胞型 ※3,
9667/3,Preferred,"Hodgkin lymphoma, nodular sclerosis, grade 2",ホジキンリンパ腫，結節硬化型，悪性度２ ※2,
9667/3,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, grade 2",古典的ホジキンリンパ腫，結節硬化型，悪性度２ ※2,
9667/3,Synonym,"Hodgkin disease, nodular sclerosis, lymphocyte depletion",ホジキン病，結節硬化型，リンパ球減少型,
9667/3,Synonym,"Hodgkin disease, nodular sclerosis, syncytial variant",,
967-972,3,Non-hodgkin lymphomas,非ホジキンリンパ腫,
967-969,3,Mature B-cell lymphomas,成熟Ｂ細胞リンパ腫,
9671/3,Preferred,Lymphoplasmacytic lymphoma,リンパ形質細胞性リンパ腫 ▼1,
9671/3,Synonym,"Malignant lymphoma, lymphoplasmacytoid",悪性リンパ腫，リンパ球性形質細胞様,
9671/3,Related,Immunocytoma,,1
9671/3,Related,"Malignant lymphoma, plasmacytoid",,1
9671/3,Related,Plasmacytic lymphoma,,1
9673/1,Preferred,In situ mantle cell neoplasia,マントル帯限局型マントル細胞腫瘍症,
9673/1,Synonym,In situ mantle cell lymphoma,マントル帯限局型マントル細胞リンパ腫,
9673/3,Preferred,Mantle cell lymphoma,マントル細胞リンパ腫 ※2,
9673/3,Synonym,"Malignant lymphoma, centrocytic",悪性リンパ腫，中心細胞性[obs],1
9673/3,Synonym,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",悪性リンパ腫，リンパ球性，中程度分化，びまん性[obs],1
9673/3,Synonym,Malignant lymphomatous polyposis,悪性リンパ腫性ポリポーシス ※3,
9673/3,Synonym,Mantle zone lymphoma,,1
9675/3,Preferred,"Malignant lymphoma, mixed small and large cell, diffuse",,1
9675/3,Synonym,"Malignant lymphoma, centroblastic-centrocytic, NOS",,1
9675/3,Synonym,"Malignant lymphoma, centroblastic-centrocytic, diffuse",,1
9675/3,Synonym,"Malignant lymphoma, mixed cell type, diffuse",,1
9675/3,Synonym,"Malignant lymphoma, mixed lymphocytic-histiocytic, diffuse",悪性リンパ腫，リンパ球・組織球混合型，びまん性[obs],1
9678/3,Preferred,Primary effusion lymphoma,原発性滲出性リンパ腫 ※1,
9679/3,Preferred,Mediastinal large B-cell lymphoma,縦隔（胸腺）大細胞性Ｂ細胞リンパ腫※1,
9679/3,Synonym,Thymic large B-cell lymphoma,胸腺大細胞性Ｂ細胞リンパ腫,
9680/1,Preferred,EBV positive mucocutaneous ulcer,EBV陽性粘膜皮膚潰瘍,
9680/3,Preferred,"Diffuse large B-cell lymphoma, NOS",びまん性大細胞性Ｂ細胞リンパ腫，Ｎ,
9680/3,Synonym,"Malignant lymphoma, large B-cell, diffuse, NOS",悪性リンパ腫，大細胞性Ｂ細胞型，びまん性，ＮＯＳ,
9680/3,Synonym,"Malignant lymphoma, histiocytic, NOS",,1
9680/3,Synonym,"Malignant lymphoma, large B-cell, NOS",悪性リンパ腫，大細胞性Ｂ細胞型，ＮＯＳ,
9680/3,Synonym,"Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS",悪性リンパ腫，大細胞性Ｂ細胞型，びまん性，胚中心芽球型，ＮＯＳ,1
9680/3,Synonym,"Malignant lymphoma, large cell, NOS",悪性リンパ腫，大細胞型，ＮＯＳ,
9680/3,Synonym,"Malignant lymphoma, large cell, cleaved, NOS",,1
9680/3,Synonym,"Malignant lymphoma, large cell, diffuse, NOS",悪性リンパ腫，大細胞型，びまん性，ＮＯＳ,1
9680/3,Synonym,"Malignant lymphoma, large cell, noncleaved, NOS",悪性リンパ腫，大細胞型，非切れ込み核型，ＮＯＳ ※3,1
9680/3,Synonym,"Malignant lymphoma, noncleaved, NOS",悪性リンパ腫，非切れ込み核型，ＮＯＳ ※3,1
9680/3,Synonym,"Malignant lymphoma, noncleaved, diffuse, NOS",,1
9680/3,Synonym,"Malignant lymphoma, histiocytic, diffuse",悪性リンパ腫，組織球型，びまん性,1
9680/3,Synonym,"Malignant lymphoma, large cell, cleaved and noncleaved",,1
9680/3,Synonym,"Malignant lymphoma, large cell, cleaved, diffuse",悪性リンパ腫，大細胞型，切れ込み核型，びまん性 ※3,1
9680/3,Synonym,"Malignant lymphoma, large cell, noncleaved, diffuse",悪性リンパ腫，大細胞型，非切れ込み核型，びまん性 ※3,
9680/3,Related,"Malignant lymphoma, centroblastic, NOS",悪性リンパ腫，胚中心芽球型，ＮＯＳ,1
9680/3,Related,"Diffuse large B-cell lymphoma, germinal center B-cell subtype",,
9680/3,Related,"Diffuse large B-cell lymphoma, activated B-cell subtype",びまん性大細胞型B細胞リンパ腫，活性化B細胞型／びまん性大細胞性B細胞リンパ腫，活性化B細胞型,
9680/3,Related,"Malignant lymphoma, centroblastic, diffuse",悪性リンパ腫，胚中心芽球型，びまん性,1
9680/3,Related,Anaplastic large B-cell lymphoma,未分化大細胞性Ｂ細胞型リンパ腫,
9680/3,Related,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma",分類不能型Ｂ細胞リンパ腫，びまん性大細胞型B細胞リンパ腫とバーキットリンパ腫との中間型★,
9680/3,Related,Diffuse large B-cell lymphoma associated with chronic inflammation,慢性炎症に伴うびまん性大細胞型B細胞リンパ腫★,
9680/3,Related,EBV positive diffuse large B-cell lymphoma,,
9680/3,Related,"Primary cutaneous diffuse large B-cell lymphoma, leg type",,
9680/3,Related,Primary diffuse large B-cell lymphoma of CNS,,
9680/3,Related,"High grade B-cell lymphoma, NOS",,
9680/3,Related,High grade B-cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements,,
9680/3,Related,Vitreoretinal lymphoma,硝子体網膜リンパ腫,
9684/3,Preferred,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS",悪性リンパ腫，大細胞性Ｂ細胞型，びまん性，免疫芽球型，ＮＯＳ ※2,
9684/3,Synonym,"Malignant lymphoma, immunoblastic, NOS",悪性リンパ腫，免疫芽球型，ＮＯＳ,
9684/3,Synonym,Immunoblastic sarcoma,,1
9684/3,Synonym,"Malignant lymphoma, large cell, immunoblastic",悪性リンパ腫，大細胞型，免疫芽球型,
9687/3,Preferred,"Burkitt lymphoma, NOS",,
9687/3,Synonym,Burkitt tumor,,1
9687/3,Synonym,"Malignant lymphoma, small noncleaved, Burkitt type",,1
9687/3,Synonym,"Malignant lymphoma, undifferentiated, Burkitt type",,1
9687/3,Related,"Burkitt-like lymphoma, NOS",,
9687/3,Related,Burkitt-like lymphoma with 11q aberration,11q異常を伴うバーキット様リンパ腫,
9687/3,Synonym,Burkitt cell leukemia,バーキット細胞白血病,
9687/3,Synonym,"Acute leukemia, Burkitt type",急性白血病，バーキット型,1
9687/3,Synonym,"Acute lymphoblastic leukemia, mature B-cell type",急性リンパ芽球性白血病，成熟B細胞型,
9687/3,Synonym,B-ALL,B細胞性急性リンパ性白血病，B-ALL,1
9687/3,Synonym,FAB L3,FAB L3,1
9688/3,Preferred,T-cell/histiocyte rich large B-cell lymphoma,,
9688/3,Synonym,T-cell rich large B-cell lymphoma,T細胞豊富型大細胞型B細胞リンパ腫,
9688/3,Synonym,Histiocyte-rich large B-cell lymphoma,組織球豊富型大細胞型B細胞リンパ腫,
9689/3,Preferred,Splenic marginal zone B-cell lymphoma,,
9689/3,Synonym,"Splenic marginal zone lymphoma, NOS",脾性辺縁層リンパ腫，ＮＯＳ（Ｃ42.2）,
9689/3,Synonym,Splenic lymphoma with villous lymphocytes,絨毛リンパ球を伴う脾性リンパ腫（Ｃ※1,
9690/3,Preferred,"Follicular lymphoma, NOS",ろ胞性リンパ腫，ＮＯＳ（Ｍ-9675／3も参照） ※2,
9690/3,Synonym,"Malignant lymphoma, follicle center, NOS",悪性リンパ腫，ろ胞中心，ＮＯＳ,1
9690/3,Synonym,"Malignant lymphoma, follicular, NOS",悪性リンパ腫，ろ胞性，ＮＯＳ,
9690/3,Synonym,"Malignant lymphoma, lymphocytic, nodular, NOS",,1
9690/3,Synonym,"Malignant lymphoma, nodular, NOS",悪性リンパ腫，結節性，ＮＯＳ[obs],1
9690/3,Synonym,"Malignant lymphoma, centroblastic-centrocytic, follicular",,1
9690/3,Synonym,"Malignant lymphoma, follicle center, follicular",悪性リンパ腫，ろ胞中心，ろ胞性,1
9690/3,Related,"Follicular lymphoma, pediatric type",小児型濾胞性リンパ腫,
9691/3,Preferred,"Follicular lymphoma, grade 2",ろ胞性リンパ腫，悪性度２ ※2,
9691/3,Synonym,"Malignant lymphoma, mixed cell type, follicular",,1
9691/3,Synonym,"Malignant lymphoma, mixed cell type, nodular",,1
9691/3,Synonym,"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular",悪性リンパ腫，リンパ球・組織球混合型，結節性[obs],1
9691/3,Synonym,"Malignant lymphoma, mixed small cleaved and large cell, follicular",悪性リンパ腫，小切れ込み核細胞及び大細胞混合型，ろ胞性[obs],1
9695/1,Preferred,In situ follicular neoplasia,胚中心限局型濾胞性腫瘍症,
9695/1,Synonym,In situ follicular lymphoma,胚中心限局型濾胞性リンパ腫,
9695/3,Preferred,"Follicular lymphoma, grade 1",ろ胞性リンパ腫，悪性度１ ※2,
9695/3,Synonym,"Follicular lymphoma, small cleaved cell",悪性リンパ腫，小切れ込み核細胞型,1
9695/3,Synonym,"Malignant lymphoma, lymphocytic, poorly differentiated, nodular",,1
9695/3,Synonym,"Malignant lymphoma, small cleaved cell, follicular",,1
9695/3,Related,"Follicular lymphoma, duodenal type",濾胞性リンパ腫，十二指腸型,
9698/3,Preferred,"Follicular lymphoma, grade 3",ろ胞性リンパ腫，悪性度３ ※2,
9698/3,Synonym,"Malignant lymphoma, large cell, follicular, NOS",悪性リンパ腫，大細胞型，ろ胞性，ＮＯＳ,1
9698/3,Synonym,"Malignant lymphoma, noncleaved cell, follicular, NOS",,1
9698/3,Synonym,"Follicular lymphoma, grade 3A",濾胞性リンパ腫，悪性度3A★,
9698/3,Synonym,"Follicular lymphoma, grade 3B",濾胞性リンパ腫，悪性度3Ｂ★,
9698/3,Synonym,"Malignant lymphoma, centroblastic, follicular",悪性リンパ腫，胚中心芽球型，ろ胞性 ※3,1
9698/3,Synonym,"Malignant lymphoma, histiocytic, nodular",,1
9698/3,Synonym,"Malignant lymphoma, large cell, noncleaved, follicular",,1
9698/3,Synonym,"Malignant lymphoma, large cleaved cell, follicular",,1
9698/3,Synonym,"Malignant lymphoma, lymphocytic, well differentiated, nodular",,1
9698/3,Related,Large B-cell lymphoma with IRF4 rearrangement,IRF4再構成を伴う大細胞型B細胞リンパ腫,
9699/3,Preferred,"Marginal zone B-cell lymphoma, NOS",辺縁層Ｂ細胞リンパ腫，ＮＯＳ ※1,
9699/3,Synonym,"Marginal zone lymphoma, NOS",,
9699/3,Synonym,BALT lymphoma,ＢＡＬＴリンパ腫 ※1,
9699/3,Synonym,Bronchus-associated lymphoid tissue lymphoma,気道系リンパ組織リンパ腫／気管支関連リンパ組織リンパ腫,
9699/3,Synonym,MALT lymphoma,,
9699/3,Synonym,Monocytoid B-cell lymphoma,単球様Ｂ細胞リンパ腫 ※3,
9699/3,Synonym,Mucosa-associated lymphoid tissue lymphoma,粘膜関連リンパ組織リンパ腫,
9699/3,Synonym,Nodal marginal zone lymphoma,節内性辺縁層リンパ腫 ※1,
9699/3,Synonym,SALT lymphoma,ＳＡＬＴリンパ腫 ※1,
9699/3,Synonym,Skin-associated lymphoid tissue lymphoma,皮膚関連リンパ様組織リンパ腫,
9699/3,Related,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,節外性粘膜関連リンパ組織型辺縁帯リンパ腫★,
9699/3,Related,Primary choroidal lymphoma,原発性脈絡膜リンパ腫,
970-971,3,Mature T- and NK-cell lymphomas,成熟Ｔ及びＮＫ細胞リンパ腫,
9700/3,Preferred,Mycosis fungoides,菌状息肉症（Ｃ44._）,
9700/3,Synonym,Pagetoid reticulosis,パジェット病様細網症 ※2,
9700/3,Related,Granulomatous slack skin,,
9701/3,Preferred,Sezary syndrome,,
9701/3,Synonym,Sezary disease,,
9702/1,Preferred,Indolent T-cell lymphoproliferative disorder of gastrointestinal tract,,
9702/3,Preferred,"Mature T-cell lymphoma, NOS",成熟Ｔ細胞リンパ腫，ＮＯＳ ※2,
9702/3,Synonym,"Peripheral T-cell lymphoma, NOS",末梢性Ｔ細胞リンパ腫 NOS,
9702/3,Synonym,"T-cell lymphoma, NOS",Ｔ細胞リンパ腫，ＮＯＳ ※2,
9702/3,Synonym,"Peripheral T-cell lymphoma, large cell",末梢性Ｔ細胞リンパ腫，大細胞,
9702/3,Synonym,"Peripheral T-cell lymphoma, pleomorphic medium and large cell",末梢性Ｔ細胞リンパ腫，多形性中及び大細胞 ※3,
9702/3,Synonym,"Peripheral T-cell lymphoma, pleomorphic small cell",末梢性Ｔ細胞リンパ腫，多形性小細胞 ※3,
9702/3,Synonym,T-zone lymphoma,Ｔゾーンリンパ腫 ※3,
9702/3,Related,Lymphoepithelioid lymphoma,リンパ類上皮性リンパ腫 ※3,
9702/3,Synonym,Lennert lymphoma,レナートリンパ腫 ※3,
9702/3,Related,Follicular T-cell lymphoma,,
9702/3,Related,Nodal peripheral T-cell lymphoma with T follicular helper phenotype,,
9705/3,Preferred,Angioimmunoblastic T-cell lymphoma,血管性免疫芽球性Ｔ細胞リンパ腫,
9705/3,Synonym,Angioimmunoblastic lymphoma,,1
9705/3,Synonym,"Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia)",末梢性Ｔ細胞リンパ腫，ＡＩＬＤ（異常た,1
9708/3,Preferred,Subcutaneous panniculitis-like T-cell lymphoma,皮下脂肪組織炎様Ｔ細胞リンパ腫,
9709/1,Preferred,Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder,原発性皮膚CD4陽性小型／中型T細胞リンパ増殖異常症,
9709/1,Related,Primary cutaneous CD4 positive small/medium T-cell lymphoma,原発性皮膚CD4陽性小型／中型T細胞リンパ腫,1
9709/3,Preferred,"Cutaneous T-cell lymphoma, NOS",皮膚Ｔ細胞リンパ腫，ＮＯＳ（Ｃ44._）,
9709/3,Synonym,"Cutaneous lymphoma, NOS",皮膚リンパ腫，ＮＯＳ（Ｃ44._）[obs],1
9709/3,Related,Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma,原発性皮膚CD8陽性アグレッシブ表皮向性細胞傷害性Ｔ細胞リンパ腫★,
9709/3,Related,Primary cutaneous acral CD8 positive T-cell lymphoma,原発性皮膚末端型CD8陽性T細胞リンパ腫,
9712/3,Preferred,Intravascular large B-cell lymphoma,,
9712/3,Synonym,Intravascular B-cell lymphoma,血管内B細胞リンパ腫,
9712/3,Synonym,Angioendotheliomatosis,血管内皮細胞腫症,
9712/3,Synonym,Angiotropic lymphoma,血管中心性リンパ腫／血管親和性リンパ腫,
9714/3,Preferred,"Anaplastic large cell lymphoma, T-cell and Null-cell type",未分化大細胞リンパ腫，Ｔ細胞及びヌル細胞型 ※2,
9714/3,Synonym,Large cell (Ki-1 positive) lymphoma,,1
9714/3,Related,"Anaplastic large cell lymphoma, NOS",未分化大細胞リンパ腫，ＮＯＳ ※2,
9714/3,Synonym,"Anaplastic large cell lymphoma, CD30 positive",,
9714/3,Related,"Anaplastic large cell lymphoma, ALK positive",未分化大細胞リンパ腫，ALK陽性★,
9715/3,Preferred,"Anaplastic large cell lymphoma, ALK negative",未分化大細胞型リンパ腫，ALK陰性型,
9715/3,Related,Breast implant-associated anaplastic large cell lymphoma,乳房インプラント関連未分化大細胞型リンパ腫,
9716/3,Preferred,Hepatosplenic T-cell lymphoma,肝脾Ｔ細胞リンパ腫 ★,
9716/3,Synonym,Hepatosplenic gamma-delta cell lymphoma,,
9717/3,Preferred,Intestinal T-cell lymphoma,腸管Ｔ細胞リンパ腫 ※1,
9717/3,Synonym,Enteropathy-associated T-cell lymphoma,腸症関連Ｔ細胞リンパ腫 ※1,
9717/3,Synonym,Enteropathy type intestinal T-cell lymphoma,腸症型腸管Ｔ細胞リンパ腫 ※1,
9717/3,Related,Monomorphic epitheliotropic intestinal T-cell lymphoma,,
9718/1,Preferred,Primary cutaneous CD30 positive T-cell lymphoproliferative disorder,原発性皮膚ＣＤ30陽性Ｔ細胞リンパ増殖異常症（Ｃ44._） ▼1,
9718/1,Synonym,Lymphomatoid papulosis,リンパ腫様丘疹症,
9718/3,Preferred,Primary cutaneous anaplastic large cell lymphoma,原発性皮膚未分化大細胞リンパ腫（Ｃ※1,
9718/3,Synonym,Primary cutaneous CD30 positive large T-cell lymphoma,,
9719/3,Preferred,"NK/T-cell lymphoma, nasal and nasal type",ＮＫ／Ｔ細胞リンパ腫，鼻腔及び鼻腔型,
9719/3,Synonym,"Malignant reticulosis, NOS",,1
9719/3,Synonym,Angiocentric T-cell lymphoma,,1
9719/3,Synonym,"Extranodal NK/T-cell lymphoma, nasal type",節外性鼻型T細胞リンパ腫★,
9719/3,Synonym,Malignant midline reticulosis,,1
9719/3,Synonym,Polymorphic reticulosis,,1
9719/3,Synonym,T/NK-cell lymphoma,Ｔ／ＮＫ細胞リンパ腫 ※1,
972,3,Precursor cell lymphoblastic lymphomas,,
9724/3,Preferred,Systemic EBV positive T-cell lymphoproliferative disease of childhood,小児期全身性EBV陽性T細胞リンパ増殖異常症★,
9725/1,Preferred,Hydroa vacciniforme-like lymphoproliferative disorder,種痘様水疱症様リンパ増殖異常症,
9725/1,Synonym,Hydroa vacciniforme-like lymphoma,種痘様水疱症様リンパ腫／種痘様水疱症類似リンパ腫,
9726/3,Preferred,Primary cutaneous gamma-delta T-cell lymphoma,原発性皮膚ガンマ・デルタT細胞性リンパ腫★,
9727/3,Preferred,"Precursor cell lymphoblastic lymphoma, NOS",前駆細胞リンパ芽球性リンパ腫，ＮＯＳ（Ｍ-9835／3も参照） ※1,
9727/3,Synonym,"Malignant lymphoma, lymphoblastic, NOS",悪性リンパ腫，リンパ芽球性，ＮＯＳ（Ｍ-9821／3も参照） ※3,
9727/3,Synonym,Lymphoblastoma,,1
9727/3,Synonym,"Malignant lymphoma, convoluted cell",,1
9727/3,Related,Blastic NK-cell lymphoma,,1
9727/3,Related,Blastic plasmacytoid dendritic cell neoplasm,芽球性形質細胞様樹状細胞腫瘍★,
973,2,Plasma cell neoplasms,,
9731/3,Preferred,"Plasmacytoma, NOS",形質細胞腫，ＮＯＳ,
9731/3,Synonym,Plasma cell tumor,形質細胞腫瘍,
9731/3,Synonym,Plasmacytoma of bone,骨の形質細胞腫（Ｃ40._，Ｃ41._）,
9731/3,Synonym,Solitary myeloma,孤立性骨髄腫,
9731/3,Synonym,Solitary plasmacytoma,孤立性形質細胞腫,
9732/3,Preferred,Plasma cell myeloma,形質細胞性骨髄腫（Ｃ42.1）,
9732/3,Synonym,Multiple myeloma,多発性骨髄腫（Ｃ42.1）,
9732/3,Synonym,"Myeloma, NOS",骨髄腫，ＮＯＳ（Ｃ42.1）,
9732/3,Synonym,Myelomatosis,骨髄腫症（Ｃ42.1）,
9733/3,Preferred,Plasma cell leukemia,形質細胞性白血病（Ｃ42.1） ※3,
9733/3,Synonym,Plasmacytic leukemia,形質細胞性白血病（Ｃ42.1） ※3,
9734/3,Preferred,"Plasmacytoma, extramedullary",形質細胞腫，髄外（骨に起きていないもの） ※3,
9734/3,Synonym,Extraosseous plasmacytoma,骨外性形質細胞腫★,
9735/3,Preferred,Plasmablastic lymphoma,,
9737/3,Preferred,ALK positive large B-cell lymphoma,ALK陽性大細胞型B細胞リンパ腫★,
