code,level,termEn,termJa,obsolete
9110/0,Synonym,Wolffian duct adenoma,ウォルフ管腺腫,
9110/1,Preferred,Wolffian tumor,ウォルフ管腫瘍,
9110/1,Synonym,Wolffian duct tumor,ウォルフ管腫瘍 ※2,
9110/1,Synonym,Mesonephric tumor,,
9110/3,Preferred,"Mesonephroma, malignant",中腎腫，悪性,
9110/3,Synonym,"Mesonephroma, NOS",中腎腫，ＮＯＳ,
9110/3,Synonym,Mesonephric adenocarcinoma,中腎性腺癌,
9110/3,Synonym,Wolffian duct carcinoma,ウォルフ管癌,
9110/3,Related,Adenocarcinoma of rete ovarii,卵巣網腺癌,
912-916,2,Blood vessel tumors,血管性腫瘍,
9120/0,Preferred,"Hemangioma, NOS",血管腫，ＮＯＳ,
9120/0,Synonym,"Angioma, NOS",,
9120/0,Synonym,Chorioangioma,絨毛血管腫（Ｃ58.9）,
9120/0,Related,Cherry hemangioma,,
9120/0,Related,Sinusoidal hemangioma,,
9120/0,Related,Microvenular hemangioma,,
9120/0,Related,Glomeruloid hemangioma,,
9120/0,Related,Spindle cell hemangioma,,
9120/0,Related,Hobnail hemangioma,,
9120/3,Preferred,Hemangiosarcoma,血管肉腫,
9120/3,Synonym,Angiosarcoma,,
9121/0,Preferred,Cavernous hemangioma,海綿状血管腫,
9122/0,Preferred,Venous hemangioma,静脈血管腫,
9123/0,Preferred,Racemose hemangioma,蔓状血管腫,
9123/0,Synonym,Arteriovenous hemangioma,動静脈血管腫,
9124/3,Preferred,Kupffer cell sarcoma,クッパー細胞肉腫（Ｃ22.0）,
9125/0,Preferred,Epithelioid hemangioma,類上皮血管腫,
9125/0,Synonym,Histiocytoid hemangioma,組織球様血管腫 ※3,
9125/0,Related,Cutaneous epithelioid angiomatoid nodule,,
9126/0,Preferred,Atypical vascular lesion,,
9130/0,Preferred,"Hemangioendothelioma, benign",血管内皮腫，良性,1
9130/1,Preferred,"Hemangioendothelioma, NOS",血管内皮腫，ＮＯＳ,
9130/1,Synonym,Angioendothelioma,,
9130/1,Related,Kaposiform hemangioendothelioma,カポジ型血管内皮腫 ※2,
9130/3,Preferred,"Hemangioendothelioma, malignant",血管内皮腫，悪性,
9130/3,Synonym,Hemangioendothelial sarcoma,血管内皮肉腫,
9131/0,Preferred,Capillary hemangioma,毛細血管腫,
9131/0,Synonym,Hemangioma simplex,単純性血管腫,
9131/0,Synonym,Infantile hemangioma,乳児性血管腫,
9131/0,Synonym,Juvenile hemangioma,若年性血管腫,
9131/0,Synonym,Plexiform hemangioma,そう状血管腫,
9131/0,Related,Lobular capillary hemangioma,,
9131/0,Related,"Congenital hemangioma, NOS",,
9131/0,Related,"Congenital hemangioma, rapidly involuting",,
9131/0,Related,"Congenital hemangioma, non-involuting",,
9132/0,Preferred,Intramuscular hemangioma,筋肉内血管腫,
9132/0,Synonym,Intramuscular angioma,,
9133/3,Preferred,"Epithelioid hemangioendothelioma, NOS",類上皮型血管内皮腫，NOS／類上皮血管内皮腫，NOS,
9133/3,Synonym,"Epithelioid hemangioendothelioma, malignant",類上皮血管内皮腫，悪性,
9133/3,Related,Intravascular bronchial alveolar tumor,血管内気管支肺胞腫瘍（Ｃ34._）[obs],1
9135/1,Preferred,Papillary intralymphatic angioendothelioma,乳頭状リンパ管内内皮腫,
9135/1,Synonym,Endovascular papillary angioendothelioma,血管内乳頭状血管内皮腫 ※1,
9135/1,Synonym,Dabska tumor,ダブスカ 腫瘍 ※1,
9136/1,Preferred,Spindle cell hemangioendothelioma,紡錘形細胞血管内皮腫 ※1,
9136/1,Synonym,Spindle cell angioendothelioma,紡錘形細胞血管内皮腫 ※1,1
9136/1,Related,Retiform hemangioendothelioma,,
9136/1,Related,Composite hemangioendothelioma,,
9137/0,Preferred,Myointimoma,筋内膜腫,
9137/3,Preferred,Intimal sarcoma,内膜肉腫,
9138/1,Preferred,Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma,,
9140/3,Preferred,Kaposi sarcoma,カポジ肉腫,
9140/3,Synonym,Multiple hemorrhagic sarcoma,多発性出血性肉腫,
9141/0,Preferred,Angiokeratoma,血管角化腫,
9142/0,Preferred,Verrucous keratotic hemangioma,ゆう状角化性血管腫,
9142/0,Synonym,Verrucous venous malformation,,
9160/0,Preferred,"Angiofibroma, NOS",血管線維腫，ＮＯＳ,
9160/0,Synonym,Fibrous papule of nose,,1
9160/0,Synonym,Involuting nevus,,1
9160/0,Synonym,Juvenile angiofibroma,若年性血管線維腫,
9160/0,Related,Cellular angiofibroma,富細胞性血管線維腫 ※2,
9160/0,Related,Giant cell angiofibroma,巨細胞血管線維腫 ※2,
9161/0,Preferred,Acquired tufted hemangioma,後天性房状血管腫 ※2,
9161/0,Synonym,Tufted hemangioma,,
9161/1,Preferred,Hemangioblastoma,血管芽腫,
9161/1,Synonym,Angioblastoma,,
917,2,Lymphatic vessel tumors,リンパ管性腫瘍,
9170/0,Preferred,"Lymphangioma, NOS",リンパ管腫，ＮＯＳ,
9170/0,Synonym,"Lymphangioendothelioma, NOS",リンパ管内皮腫，ＮＯＳ,
9170/3,Preferred,Lymphangiosarcoma,リンパ管肉腫,
9170/3,Synonym,Lymphangioendothelial sarcoma,リンパ管内皮肉腫,
9170/3,Synonym,"Lymphangioendothelioma, malignant",リンパ管内皮腫，悪性,
9171/0,Preferred,Capillary lymphangioma,毛細リンパ管腫,
9172/0,Preferred,Cavernous lymphangioma,海綿状リンパ管腫,
9173/0,Preferred,Cystic lymphangioma,のう胞性リンパ管腫,
9173/0,Synonym,"Hygroma, NOS",ヒグローマ，ＮＯＳ,
9173/0,Synonym,Cystic hygroma,のう胞状ヒグローマ,
9174/0,Preferred,Lymphangiomyoma,リンパ管筋腫,
9174/1,Preferred,Lymphangioleiomyomatosis,リンパ管平滑筋症 ※2,
9174/1,Synonym,Lymphangiomyomatosis,リンパ管筋腫症,
9175/0,Preferred,Hemolymphangioma,血管リンパ管腫,
918-924,2,Osseous and chondromatous neoplasms,骨及び軟骨腫性新生物,
9180/0,Preferred,"Osteoma, NOS",骨腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9180/3,Preferred,"Osteosarcoma, NOS",骨肉腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9180/3,Synonym,"Osteogenic sarcoma, NOS",骨原性肉腫（Ｃ40._，Ｃ41._）,
9180/3,Synonym,Osteoblastic sarcoma,骨芽細胞肉腫（Ｃ40._，Ｃ41._）,
9180/3,Synonym,Osteochondrosarcoma,骨軟骨肉腫（Ｃ40._，Ｃ41._）,
9180/3,Related,"Osteosarcoma, extraskeletal",,
9181/3,Preferred,Chondroblastic osteosarcoma,軟骨芽細胞性骨肉腫（Ｃ40._，Ｃ41._）,
9182/3,Preferred,Fibroblastic osteosarcoma,線維芽細胞性骨肉腫（Ｃ40._，Ｃ41._）,
9182/3,Synonym,Osteofibrosarcoma,骨線維肉腫（Ｃ40._，Ｃ41._）,
9183/3,Preferred,Telangiectatic osteosarcoma,末梢血管拡張性骨肉腫（Ｃ40._，Ｃ41._）,
9184/3,Preferred,Osteosarcoma in Paget disease of bone,骨Paget病随伴骨肉腫（Ｃ40._，Ｃ41._）,
9184/3,Synonym,Secondary osteosarcoma,,
9185/3,Preferred,Small cell osteosarcoma,小細胞性骨肉腫（Ｃ40._，Ｃ41._）,
9185/3,Synonym,Round cell osteosarcoma,円形細胞性骨肉腫（Ｃ40._，Ｃ41._）,
9186/3,Preferred,"Central osteosarcoma, NOS",,
9186/3,Synonym,Conventional central osteosarcoma,通常型中心性骨肉腫（Ｃ40._，Ｃ41._）,
9186/3,Synonym,Medullary osteosarcoma,髄様骨肉腫（Ｃ40._，Ｃ41._） ※1,
9187/3,Preferred,Low grade central osteosarcoma,骨内低悪性度骨肉腫,
9187/3,Synonym,Low grade intramedullary osteosarcoma,低悪性度骨髄内骨肉腫,
9187/3,Related,Intraosseous well differentiated osteosarcoma,骨内高分化型骨肉腫（Ｃ40._，Ｃ41._）,
9187/3,Synonym,Intraosseous low grade osteosarcoma,骨内低悪性度骨肉腫（Ｃ40._，Ｃ41._）,
9191/0,Preferred,"Osteoid osteoma, NOS",類骨骨腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9192/3,Preferred,Parosteal osteosarcoma,傍骨性骨肉腫（Ｃ40._，Ｃ41._） ※3,
9192/3,Synonym,Juxtacortical osteosarcoma,傍皮質骨肉腫（Ｃ40._，Ｃ41._） ※3,
9193/3,Preferred,Periosteal osteosarcoma,,
9194/3,Preferred,High grade surface osteosarcoma,高悪性度表在性骨肉腫（Ｃ40._，Ｃ41._）,
9195/3,Preferred,Intracortical osteosarcoma,皮質内骨肉腫（Ｃ40._，Ｃ41._） ※1,
9200/0,Preferred,"Osteoblastoma, NOS",骨芽細胞腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9200/0,Synonym,Giant osteoid osteoma,巨大類骨骨腫（Ｃ40._，Ｃ41._）,
9200/1,Preferred,Aggressive osteoblastoma,侵襲性骨芽腫（Ｃ40._，Ｃ41._）,
9210/0,Preferred,Osteochondroma,骨軟骨腫（Ｃ40._，Ｃ41._）,
9210/0,Synonym,Cartilaginous exostosis,軟骨性外骨症（Ｃ40._，Ｃ41._）,
9210/0,Synonym,Ecchondroma,外軟骨腫（Ｃ40._，Ｃ41._）,
9210/0,Synonym,Osteocartilaginous exostosis,骨軟骨性外骨症（Ｃ40._，Ｃ41._）,
9210/1,Preferred,"Osteochondromatosis, NOS",骨軟骨腫症，ＮＯＳ（Ｃ40._，Ｃ41._）,
9210/1,Synonym,Ecchondrosis,外軟骨腫症（Ｃ40._，Ｃ41._）,
9211/0,Preferred,Osteochondromyxoma,骨軟骨粘液腫,
9212/0,Preferred,Bizarre parosteal osteochondromatous proliferation,傍骨性骨軟骨異形増生,
9213/0,Preferred,Subungual exostosis,爪下外骨腫,
9220/0,Preferred,"Chondroma, NOS",軟骨腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9220/0,Related,Enchondroma,内軟骨腫（Ｃ40._，Ｃ41._）,
9220/1,Preferred,"Chondromatosis, NOS",軟骨腫症，ＮＯＳ,
9220/3,Preferred,"Chondrosarcoma, NOS",軟骨肉腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9220/3,Related,Fibrochondrosarcoma,線維軟骨肉腫（Ｃ40._，Ｃ41._）,
9220/3,Related,"Chondrosarcoma, grade 2",軟骨肉腫，グレード2,
9220/3,Related,"Chondrosarcoma, grade 3",軟骨肉腫，グレード3,
9221/0,Preferred,Periosteal chondroma,骨膜性軟骨腫（Ｃ40._，Ｃ41._）,
9221/0,Related,Juxtacortical chondroma,傍皮質軟骨腫（Ｃ40._，Ｃ41._）,
9221/3,Preferred,Periosteal chondrosarcoma,骨腫性軟骨肉腫（Ｃ40._，Ｃ41._） ※2,
9221/3,Related,Juxtacortical chondrosarcoma,傍皮質性軟骨肉腫（Ｃ40._，Ｃ41._）,
9222/1,Preferred,Atypical cartilaginous tumor,異型軟骨腫瘍,
9222/1,Synonym,"Chondrosarcoma, grade 1",軟骨肉腫，グレード１,
9230/1,Preferred,"Chondroblastoma, NOS",軟骨芽腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9230/1,Synonym,Chondromatous giant cell tumor,軟骨腫性巨細胞腫瘍（Ｃ40._，Ｃ41._）,
9230/1,Synonym,Codman tumor,コッドマン腫瘍（Ｃ40._，Ｃ41._）,
9230/3,Preferred,"Chondroblastoma, malignant",軟骨芽腫，悪性（Ｃ40._，Ｃ41._）,
9231/3,Preferred,Myxoid chondrosarcoma,粘液様軟骨肉腫,
9240/3,Preferred,Mesenchymal chondrosarcoma,間葉性軟骨肉腫,
9241/0,Preferred,Chondromyxoid fibroma,軟骨粘液様線維腫（Ｃ40._，Ｃ41._）,
9242/3,Preferred,Clear cell chondrosarcoma,明細胞軟骨肉腫（Ｃ40._，Ｃ41._） ※1,
9243/3,Preferred,Dedifferentiated chondrosarcoma,脱分化型軟骨肉腫（Ｃ40._，Ｃ41._）,
925,2,Giant cell tumors,巨細胞腫瘍,
9250/1,Preferred,"Giant cell tumor of bone, NOS",骨巨細胞腫瘍，ＮＯＳ（Ｃ40._，Ｃ41._）,
9250/1,Synonym,"Osteoclastoma, NOS",破骨細胞腫，ＮＯＳ（Ｃ40._，Ｃ41._）,
9250/3,Preferred,"Giant cell tumor of bone, malignant",骨巨細胞腫瘍，悪性（Ｃ40._，Ｃ41._）,
9250/3,Synonym,Giant cell sarcoma of bone,骨の巨細胞肉腫（Ｃ40._，Ｃ41._）,
9250/3,Synonym,"Osteoclastoma, malignant",破骨細胞腫，悪性（Ｃ40._，Ｃ41._）,
9251/1,Preferred,"Giant cell tumor of soft parts, NOS",軟部巨細胞腫瘍，ＮＯＳ,
9251/3,Preferred,Malignant giant cell tumor of soft parts,悪性軟部巨細胞腫瘍,
9252/0,Preferred,"Tenosynovial giant cell tumor, NOS",,
9252/0,Related,"Tenosynovial giant cell tumor, localised",腱滑膜巨細胞腫，限局型,
9252/0,Synonym,Fibrous histiocytoma of tendon sheath,腱鞘線維組織球腫（Ｃ49._） ※1,
9252/0,Synonym,"Giant cell tumor of tendon sheath, NOS",,
9252/1,Preferred,"Tenosynovial giant cell tumor, diffuse",腱滑膜巨細胞腫，びまん型,
9252/1,Synonym,Pigmented villonodular synovitis,色素性絨毛結節性滑膜炎,
9252/3,Preferred,Malignant tenosynovial giant cell tumor,悪性腱滑膜巨細胞腫瘍（Ｃ49._） ※1,
9252/3,Synonym,"Giant cell tumor of tendon sheath, malignant",腱鞘巨細胞腫瘍，悪性（Ｃ49._）,
926,2,Miscellaneous bone tumors,その他の骨腫瘍（Ｃ40._，Ｃ,
9260/0,Preferred,Aneurysmal bone cyst,,
9261/3,Preferred,Adamantinoma of long bones,長管骨アダマンチノーマ（Ｃ40._）,
9262/0,Preferred,Ossifying fibroma,化骨性線維腫／骨形成性線維腫,
9262/0,Synonym,Fibro-osteoma,線維骨腫,
9262/0,Synonym,Osteofibroma,骨線維腫,
927-934,2,Odontogenic tumors,歯原性腫瘍（Ｃ41._）,
9270/0,Preferred,"Odontogenic tumor, benign",歯原性腫瘍，良性,
9270/1,Preferred,"Odontogenic tumor, NOS",歯原性腫瘍，ＮＯＳ,
9270/3,Preferred,"Odontogenic tumor, malignant",歯原性腫瘍，悪性,
9270/3,Synonym,Ameloblastic carcinoma,エナメル上皮癌,
9270/3,Synonym,Odontogenic carcinoma,歯原性癌,
9270/3,Synonym,Odontogenic sarcoma,歯原性肉腫,
9270/3,Synonym,Primary intraosseous carcinoma,原発性骨内癌 ※2,
9271/0,Preferred,Ameloblastic fibrodentinoma,エナメル上皮線維象牙質腫 ※2,
9271/0,Synonym,Dentinoma,象牙質腫,
9272/0,Preferred,"Cementoma, NOS",セメント質腫，ＮＯＳ,
9272/0,Synonym,Periapical cemental dysplasia,根尖性セメント質異形成症,
9272/0,Synonym,Periapical cemento-osseous dysplasia,根尖性セメント質・骨性異形成,
9273/0,Preferred,"Cementoblastoma, benign",セメント牙細胞腫，良性,
9274/0,Preferred,Cemento-ossifying fibroma,セメント質骨化性線維腫 ※2,
9274/0,Related,Cementifying fibroma,セメント質形成性線維腫,
9275/0,Preferred,Gigantiform cementoma,巨大型セメント質腫,
9275/0,Synonym,Florid osseous dysplasia,開花性骨異形成症,
9280/0,Preferred,"Odontoma, NOS",歯牙腫，ＮＯＳ,
9281/0,Preferred,Compound odontoma,複合性歯牙腫,
9282/0,Preferred,Complex odontoma,複雑性歯牙腫,
9290/0,Preferred,Ameloblastic fibro-odontoma,エナメル上皮線維歯牙腫,
9290/0,Synonym,Fibroameloblastic odontoma,線維エナメル上皮歯牙腫,
9290/3,Preferred,Ameloblastic odontosarcoma,エナメル上皮歯牙肉腫,
9290/3,Synonym,Ameloblastic fibro-odontosarcoma,エナメル上皮線維・象牙肉腫 ※2,
9290/3,Synonym,Ameloblastic fibrodentinosarcoma,エナメル上皮線維象牙肉腫 ※2,
9300/0,Preferred,Adenomatoid odontogenic tumor,腺腫様歯原性腫瘍,
9300/0,Synonym,Adenoameloblastoma,腺エナメル上皮腫,
9301/0,Preferred,Calcifying odontogenic cyst,石灰化歯原性のう胞,
9302/0,Preferred,Dentinogenic ghost cell tumor,象牙質形成性幻影細胞腫,
9302/0,Synonym,Odontogenic ghost cell tumor,歯原性ゴースト細胞腫瘍,
9302/3,Preferred,Ghost cell odontogenic carcinoma,幻影細胞性歯原性癌／歯原性ゴースト細胞癌,
9310/0,Preferred,"Ameloblastoma, NOS",エナメル上皮腫，ＮＯＳ,
9310/0,Synonym,"Adamantinoma, NOS",アダマンチノーマ，ＮＯＳ（長管骨Ｍ-9261／3を除く）,
9310/3,Preferred,"Ameloblastoma, metastasizing",エナメル上皮腫，易転移性／転移性エナメル上皮腫,
9310/3,Synonym,"Ameloblastoma, malignant",エナメル上皮腫，悪性,
9310/3,Synonym,"Adamantinoma, malignant",アダマンチノーマ，悪性（長管骨Ｍ-9261／3を除く）,
9311/0,Preferred,Odontoameloblastoma,歯牙エナメル上皮腫,
9312/0,Preferred,Squamous odontogenic tumor,歯原性扁平上皮腫瘍,
9320/0,Preferred,Odontogenic myxoma,歯原性粘液腫,
9320/0,Synonym,Odontogenic myxofibroma,歯原性粘液線維腫,
9321/0,Preferred,"Odontogenic fibroma, NOS",歯原性線維腫，ＮＯＳ,
9321/0,Synonym,Central odontogenic fibroma,中心性歯原性線維腫,
9322/0,Preferred,Peripheral odontogenic fibroma,周辺性歯原性線維腫,
9330/0,Preferred,Ameloblastic fibroma,エナメル上皮線維腫,
9330/3,Preferred,Ameloblastic fibrosarcoma,エナメル上皮線維肉腫,
9330/3,Synonym,Ameloblastic sarcoma,エナメル上皮肉腫,
9330/3,Synonym,Odontogenic fibrosarcoma,歯原性線維肉腫,
9340/0,Preferred,Calcifying epithelial odontogenic tumor,歯原性石灰化上皮腫瘍,
9340/0,Synonym,Pindborg tumor,ピンボルグ腫瘍,
9341/3,Preferred,Clear cell odontogenic carcinoma,明細胞性歯原性癌,
9341/3,Synonym,Clear cell odontogenic tumor,明細胞性歯原性腫瘍,
9342/3,Preferred,Odontogenic carcinosarcoma,歯原性癌肉腫 ※1,
935-937,2,Miscellaneous tumors,その他の腫瘍,
9350/1,Preferred,"Craniopharyngioma, NOS",,
9350/1,Synonym,Rathke pouch tumor,ラトケのう腫瘍（Ｃ75.1）,
9351/1,Preferred,"Craniopharyngioma, adamantinomatous",頭蓋咽頭腫，エナメル上皮腫様,
9352/1,Preferred,"Craniopharyngioma, papillary",頭蓋咽頭腫，乳頭状（Ｃ75.2） ※1,
9360/1,Preferred,Pinealoma,松果体腫（Ｃ75.3）,1
9361/1,Preferred,Pineocytoma,松果体細胞腫（Ｃ75.3）,
9362/3,Preferred,Pineoblastoma,松果体芽腫（Ｃ75.3）,
9362/3,Related,Mixed pineal tumor,混合松果体腫瘍（Ｃ75.3） ※2,
9362/3,Synonym,Mixed pineocytoma-pineoblastoma,混合性松果体細胞腫・松果体芽腫（Ｃ,
9362/3,Related,Pineal parenchymal tumor of intermediate differentiation,中程度分化型松果体間質性腫瘍※2,
9362/3,Related,Transitional pineal tumor,移行型松果体腫瘍（Ｃ75.3） ※2,
9363/0,Preferred,Melanotic neuroectodermal tumor,黒色細胞性神経外胚葉性腫瘍,
9363/0,Synonym,Melanoameloblastoma,黒色エナメル上皮腫,
9363/0,Synonym,Melanotic progonoma,黒色性プロゴノーマ,
9363/0,Synonym,Retinal anlage tumor,網膜原基腫瘍,
9364/3,Preferred,Ewing sarcoma,ユーイング肉腫,
9364/3,Synonym,Ewing tumor,ユーイング腫瘍,
9364/3,Synonym,Peripheral neuroectodermal tumor,末梢性神経外胚葉腫瘍,
9364/3,Related,"Neuroectodermal tumor, NOS",神経外胚葉腫瘍，ＮＯＳ,
9364/3,Related,Peripheral primitive neuroectodermal tumor,,
9364/3,Synonym,PPNET,ＰＰＮＥＴ ※2,
9365/3,Preferred,Askin tumor,,
9370/0,Preferred,Benign notochordal cell tumor,良性脊索細胞腫,
9370/3,Preferred,"Chordoma, NOS",脊索腫，ＮＯＳ,
9371/3,Preferred,Chondroid chordoma,軟骨様脊索腫 ※1,
9372/3,Preferred,Dedifferentiated chordoma,脱分化型脊索腫 ※1,
9373/0,Preferred,Parachordoma,傍脊索腫 ※1,
938-948,2,Gliomas,グリオーマ,
9380/3,Preferred,"Glioma, malignant",グリオーマ，悪性（Ｃ71._）,
9380/3,Synonym,"Glioma, NOS",グリオーマ，ＮＯＳ（鼻グリオーマ，非腫瘍性，を除く）（Ｃ71._）,
9381/3,Preferred,Gliomatosis cerebri,脳膠腫症（Ｃ71._）,
9382/3,Preferred,"Oligoastrocytoma, NOS",乏突起星細胞腫，NOS,
9382/3,Synonym,Mixed glioma,混合グリオーマ（Ｃ71._）,
9382/3,Synonym,Anaplastic oligoastrocytoma,退形成性希突起アストロサイトーマ（Ｃ,
9383/1,Preferred,Subependymoma,上衣下腫（Ｃ71._）,
9383/1,Synonym,"Subependymal astrocytoma, NOS",上衣下アストロサイトーマ，ＮＯＳ（Ｃ,
9383/1,Synonym,Subependymal glioma,上衣下グリオーマ（Ｃ71._）,
9383/1,Related,Mixed subependymoma-ependymoma,混合上衣下腫・上衣腫(C71._) ※2,
9384/1,Preferred,Subependymal giant cell astrocytoma,上衣下巨細胞性アストロサイトーマ,
9385/3,Preferred,"Diffuse midline glioma, H3 K27M-mutant",びまん性正中膠腫，H3 K27M変異,
9385/3,Related,"Diffuse intrinsic pontine glioma, H3 K27M-mutant",びまん性橋膠腫，H3 K27M変異,
9390/0,Preferred,"Choroid plexus papilloma, NOS",脈絡そう乳頭腫，ＮＯＳ（Ｃ71.5）,
9390/1,Preferred,Atypical choroid plexus papilloma,異型脈絡そう乳頭腫（Ｃ71.5） ※2,
9390/3,Preferred,Choroid plexus carcinoma,脈絡そう癌（Ｃ71.5） ※2,
9390/3,Synonym,"Choroid plexus papilloma, anaplastic",脈絡そう乳頭腫，退形成性（Ｃ71.5）,
9390/3,Synonym,"Choroid plexus papilloma, malignant",脈絡そう乳頭腫，悪性（Ｃ71.5）,
9391/1,Preferred,Sellar ependymoma,トルコ鞍上衣腫,
9391/3,Preferred,"Ependymoma, NOS",上衣腫，ＮＯＳ（Ｃ71._）,
9391/3,Synonym,Epithelial ependymoma,上皮性上衣腫（Ｃ71._）,
9391/3,Related,Cellular ependymoma,細胞性上衣腫（Ｃ71._） ※2,
9391/3,Related,Clear cell ependymoma,明細胞上衣腫（Ｃ71._） ※2,
9391/3,Related,Tanycytic ependymoma,なめし皮様細胞性上衣腫（Ｃ71._）,
9392/3,Preferred,"Ependymoma, anaplastic",上衣腫，退形成性（Ｃ71._）,
9392/3,Synonym,Ependymoblastoma,上衣芽腫（Ｃ71._）,
9393/3,Preferred,Papillary ependymoma,乳頭状上衣腫（Ｃ71._） ※6,
9394/1,Preferred,Myxopapillary ependymoma,粘液乳頭状上衣腫（Ｃ72.0）,
9395/3,Preferred,Papillary tumor of pineal region,,
9396/3,Preferred,"Ependymoma, RELA fusion positive",上衣腫，RELA融合陽性,
9400/3,Preferred,"Astrocytoma, NOS",アストロサイトーマ，ＮＯＳ（Ｃ71._）,
9400/3,Synonym,Astrocytic glioma,星細胞性グリオーマ（Ｃ71._）,
9400/3,Synonym,Astroglioma,,1
